id, title, author, score, views, favors, isTutorial
post_215641,Дружим IPS Appliance и Многоуровневый коммутатор (Cisco IPS и Catalyst 6500),Lei_Wulong,+17,2867,49,0
post_215657,Программируем на Python,idpiter,+17,20217,278,0
post_215511,bb-mobile VOIIS GPS: телефон с большими кнопками comma  контролем здоровья и удаленным управлением,alexeystar,+17,9028,66,0
post_213697,Игра в прятки: кодогенерация против JSON,ptiz,+17,7904,56,0
post_215187,Программируем радиомодуль NRF24LE1. Готовый беспроводной клиент,MaksMS,+17,5917,129,1
post_215105,Игры с UEFI,icbook,+17,12511,39,0
post_217863,Habrachat или использование ARM сервера,stalkerg,+16,11961,52,0
post_217771,Как минимизировать постановку для контент-сайта,sobakapavlova,+16,3705,86,0
post_216545,Intel INDE Media Pack,Terror,+16,1170,24,0
post_217161,Запуск локальных ssh/telnet/vnc клиентов по ссылке из карты Zabbix,ServerClub,+16,4617,144,0
post_216837,Devise: вход и регистрация в модальных окнах,vldvld,+16,2277,59,1
post_216391,FormStamp − библиотека виджетов для AngularJS,HealthSamurai,+16,4427,134,0
post_216811,Они киборги! Немного о том comma  как устроены системы в картографических автомобилях HERE,nokiaman,+16,8788,19,0
post_216755,Полезные материалы для мобильного разработчика #45 (17-23 марта),RoboForm,+16,7570,89,0
post_216521,Обертка CeBIT 2014 – маркетинг comma  который можно потрогать,glonasova,+16,5261,13,0
post_216215,Создание отказоустойчивого IPSec VPN туннеля между Mikrotik RouterOS и Kerio Control,ivn,+16,7206,153,0
post_216253,Urban Jungle Street View: растения побеждают города,marks,+16,11662,34,0
post_216213,Как дизайнеру найти работу в IT,ciage,+16,9278,81,0
post_215925,«Лицеприятное-2» comma  или что стоит за «Лицами»,Elaith,+16,16281,8,0
post_215775,Быстрая генерация массивов случайных чисел для задач имитационного моделирования comma  статистического оценивания и создания повторной выборки,fingoldo,+16,3488,49,1
post_215499,Новая конференция для тех comma  кто в мире .NET,philipto,+16,4514,21,0
post_215451,Есть ли жизнь после смерти у стартапов?,karaboz,+16,8634,34,0
post_215249,WPF: Что делать comma  когда свойство не поддерживает привязку,exvel,+16,4511,101,1
post_215189,Python Meetup: январская встреча,Wargaming,+16,4969,58,0
post_215151,Логика мышления. Часть 8. Выделение факторов в волновых сетях,AlexeyR,+16,9866,173,0
post_215021,КРОК — первый сертифицированный поставщик облачных услуг Red Hat в РФ,MBerezin,+16,6820,15,0
post_217861,Расписание вузов: сделали «Будильник» перед парами и онлайн-форму для заполнения расписания,vuzarium,+15,3895,20,0
post_217909,Простые 2D гоночки в космосе под Tizen или Как выиграть хакатон Tizen Association,nikolayz,+15,5572,45,0
post_217869,Дружим Git с Putty,Borz,+15,4351,142,1
post_217791,Обновляемый многопользовательский макрос,SarumSv,+15,2819,41,0
post_217087,Самый короткий веб-сервер на с++,3s3s,+15,18265,170,0
post_217057,Как отбиться от «софтверного тролля» или почем нынче калькуляторы?,Newskylaw,+15,19967,46,0
post_216871,Операция Windigo,esetnod32,+15,7159,39,0
post_216513,Arduino. Лучшая книга по мнению читателей,ph_piter,+15,11021,163,0
post_216433,Обзор Appmethod [Много картинок],Error1024,+15,5686,22,0
post_216305,Анонс и предзаказ Unity 3D 5,Charoplet,+15,25120,43,0
post_216185,Работа с Корутинами в Unity,Deadcow,+15,4841,106,1
post_216007,QEverCloud: Evernote SDK для Qt,mgsxx,+15,3201,39,0
post_214655,Спортивная робототехника: интервью с участником RobotChallenge 2014,MagisterLudi,+15,11164,44,0
post_215007,Как обеспечить надежное хранение больших объемов данных в рамках умеренного бюджета,olegmikh,+15,9124,51,0
post_217913,Windows-планшет Dell Venue 8 Pro comma  впечатления от использования,aik,+14,15291,32,0
post_217823,Самое бесполезное в мире расширение для Opera,pepelsbey,+14,21342,10,0
post_217687,YotaPhone Idea Camp: вместе мы — сила!,YotaDevices,+14,1966,,0
post_217443,Патентование: неформальный FAQ для стартапов,Stanislav_F,+14,4969,136,1
post_217425,Морской Бой в Google Таблицах,Developers_Relations,+14,5074,17,0
post_217379,Создаем «Восхитительный» проект (Minimum Delightful Product),lovivolnu,+14,4415,44,0
post_217311,Теория двух сингулярностей в черных дырах,Teonanakatle,+14,18593,46,0
post_216255,Видео докладов с конференции LoveQA. Вторая часть,Badoo,+14,4175,126,0
post_215881,Такси в Нью-Йорке: визуализация перемещений за год,marks,+14,19021,32,0
post_215695,Браузерная 3D игра с производительностью нативной от Mozilla,Budda40,+14,16907,42,0
post_215681,ReactiveCocoa и MVVM,krokhmalyuk,+14,2443,58,1
post_215389,Простая прокси-DLL своими руками,imrimat,+14,5490,129,0
post_215137,Проект Blocks: модульные «умные» устройства своими руками,marks,+14,9543,34,0
post_217075,Вариант эргономичной компьютерной клавиатуры и проблема «упаковки» нескольких «функциональных зон» стандартной клавиатуры в одну,Steve_Key,+13,6827,45,0
post_218003,Как обрабатывать терабайты данных в 1000 потоков на PHP — Hadoop/MapReduce,AlexSerbul,+13,9902,195,0
post_217953,China UnionPay заменит россиянам MasterCard и Visa?,opoli,+13,20017,10,0
post_217213,TYPO3 CMS кластер в облаке Jelastic,jelastic,+13,2692,67,0
post_217867,Конференция Build 2014 уже завтра!,kichik,+13,3785,13,0
post_217463,От флеша до appstore comma  полный цикл,Elegar,+13,6978,98,1
post_217789,Голосовое управление медиацентром,sergemoose,+13,7282,84,0
post_217657,Контроллер Wi-Fi точек доступа на Mikrotik,GeXoGeN,+13,7475,162,1
post_217641,Новый хаб «Chrome Extensions»,spmbt,+13,5384,48,0
post_217321,PVS-Studio теперь поддерживает любую сборочную систему на Windows и любой компилятор. Легко и «из коробки»,EvgeniyRyzhkov,+13,3661,7,0
post_216307,Книга «Системная инженерия для чайников»: электронная версия книги для всех желающих,marks,+13,20636,128,0
post_216877,Новые мониторы LG линейки Ultrawide,LG_Official,+13,13563,19,0
post_216849,Настройка среды разработки под OpenStack,sorantis,+13,2404,35,0
post_216759,Сборка FreeType2 под iOS,AllexIn,+13,5047,29,0
post_216481,Шоу Звук #7 — Подкаст об аудиотехнике comma  комплектующих comma  форматах и технологиях,dmitrykabanov,+13,3574,23,0
post_216407,Привет comma  Байнет! Приключения рунетовского десанта в стране партизан,volk,+13,5884,15,0
post_216087,Щит и меч в системах ДБО – 2 comma  или как бороться с MITM-атаками и несанкционированным удаленным доступом,AleshaRabotaet,+13,6686,42,0
post_215957,Создадим будущее comma  которое можно надеть на себя!,saul,+13,5838,31,0
post_215963,Полезные материалы для мобильного разработчика #44 (10-16 марта),RoboForm,+13,9596,73,0
post_215831,Pwn2Own 2014: итоги,esetnod32,+13,4143,10,0
post_215419,Радиоуправляемый выключатель своими руками. Часть 4 — Центр управления,avstepanov,+13,11181,277,1
post_215457,Самые популярные пароли в 2013,Versus71,+13,26823,87,0
post_215347,Кем быть в XXI веке comma  если папа и дедушка – энергетики?,Razmolot,+13,16414,60,0
post_214911,Превращаем скучные логи Git'a в захватывающую анимацию,mr_Flagman,+13,21667,215,1
post_218011,Впечатления о курсе Human-Computer Interaction на Coursera,sobakapavlova,+12,4951,37,0
post_217095,Пользователь смартфона comma  знай свою скорость печати!,kotlyarovsa,+12,6773,28,0
post_217849,Занимательная статистика от HFLabs,AlexGechis,+12,5572,14,0
post_217837,Уход Павла Дурова с поста гендиректора ВКонтакте: не первоапрельская шутка comma  100%,sinodov,+12,29744,16,0
post_217815,Как сделать самый крутой сайт comma  чтобы все конкуренты завидовали,htdt,+12,18279,115,0
post_217635,WebJob в Microsoft Azure,SychevIgor,+12,1291,20,0
post_217473,Любовь comma  дизайн и геолокация,nokiaman,+12,4308,19,0
post_215763,Московский хакспейс «Neuron» принимает биткоины,MagisterLudi,+12,5524,39,0
post_217179,Визуализация личных расходов,infotanka,+12,12357,74,0
post_217043,Как бизнесу сэкономить на телефонии: Виртуальная АТС,NechaevD,+12,10179,37,0
post_217029,О том comma  как локальные «смартфонные» бренды рвутся в средний класс и взвинчивают цены,Evsenechka,+12,23876,28,0
post_216829,10 слайдкастов с AgileDays 2014,blv,+12,3291,48,0
post_216713,Long Polling для Android,jonasas,+12,4556,87,0
post_216663,Космическая одиссея HERE или как проводят свои выходные наши сотрудники,nokiaman,+12,3999,5,0
post_216021,Курс по Ruby on Rails от Злых марсиан,Iskin,+12,6341,21,0
post_216389,Вышел Tizen SDK for Wearable,flyant,+12,3168,23,0
post_216367,Как мы управляем конфигурациями в Pics.io,yetithefoot,+12,3791,59,0
post_216067,PostgreSQL feature highlight: быстрое превращение старого мастера в stand-by с pg_rewind,lesovsky,+12,1751,50,0
post_215811,Применяем визуальные эффекты к изображениям в Django,lemimi,+12,3778,62,0
post_215655,Загрузка исторических данных в SAP с помощью LSMW (Legacy System Migration Workbench),AntonVolkov,+12,3266,55,1
post_215525,PonoMusic — цифровая музыкальная экосистема,dumbhead,+12,15374,29,0
post_215371,Подводные камни технологизации компании,dchasovskoy,+12,7395,54,0
post_215147,Производительность log4j 1.x в синхронном и асинхронном режиме,icepro,+12,4910,45,0
post_215103,Как подружить LO и MSO. Часть 2: автоматическая генерация тестов для docx и odt,Delphinum,+12,4520,43,0
post_217941,Как небольшой студии/агентству получить свой стенд на РИФе?,Terekhov,+11,1274,11,0
post_217347,Как начать учитывать коммунальные услуги с комфортом,evgajukov,+11,11614,31,0
post_217275,Виды сетевых угроз и интернет-атак: от чего и как защищать свой сайт,sunnybear,+11,19171,386,0
post_217065,Mylar — Платформа для защищенных веб приложений на базе Meteor.js,vittore,+11,2948,69,0
post_216893,Отчет о конференции DUMP-2014,shulyndina,+11,3154,14,0
post_216881,Большое обновление,orange303,+11,17428,13,0
post_216563,Java 8 в IaaS InfoboxCloud в одну команду. Используем Java 8 в тестах,infobox,+11,3959,24,0
post_216519,Яндекс.деньги нельзя вывести на карту нероссийского банка,brainreaver,+11,10212,9,0
post_216461,Samba4 + GlusterFS,AbyssMoon,+11,5708,101,0
post_216331,Разработка корпоративных приложений на платформе Windows 8 и Azure,olgakuznet_ms,+11,1812,20,0
post_216351,Раздача серверов Русоникса. Финальное голосование!,rusonyx_team,+11,11445,8,0
post_216291,Ещё одна история о запуске стартапа,Advertone,+11,12148,101,0
post_216119,Обзор бюджетного смартфона Highscreen Zera F,ivansychev,+11,10203,13,0
post_215297,Планируете писать приложение на AngularJS? Пост вам в помощь,durovchpoknet,+11,12067,285,0
post_215421,MWC2014: MIMO 2x2:2 в телефонах comma  роутеры в SFP-модулях…,apcsb,+11,5426,20,0
post_215241,Miracle Machine: вино из воды,AN3O,+11,34464,38,0
post_215129,Полезные материалы для мобильного разработчика #43 (3-9 марта),RoboForm,+11,10926,138,0
post_215033,Лучший мир с ReactiveCocoa,numen31337,+11,4698,66,0
post_217355,Простые правила реализации управления жестами в iOS comma  которые надо соблюдать comma  чтобы никого не бесить,eastbanctech,+10,9023,102,0
post_217211,Спектрофотометр PHOTON RT или спектральные характеристики очков Gunnar и Polaroid,keslo,+10,6493,8,0
post_217039,Все на Стачку! Крупнейшая конференция в Ульяновске пройдет 11-12 апреля,XaocCPS,+10,1960,8,0
post_216581,Итоги исследования мотивации IT-специалистов в Украине,laik,+10,14535,43,0
post_216547,Тренды e-commerce: Зарубежные игроки приходят в Россию,Centrobit,+10,11698,33,0
post_216293,Как за 5 минут помочь выйти на Кикстартер,EugeniaPanasova,+10,14852,46,0
post_216071,Xperia Themes,orange303,+10,6653,10,0
post_215997,Плагины SynWrite для разработчика,Alex222,+10,2028,15,0
post_215845,Загадочная pCell comma  или DIDO под микроскопом,Deamon87,+10,4676,11,0
post_215651,Приложение на Express.js + Sass/Compass + CoffeeScript + Haml,sca,+10,4072,71,0
post_215427,Концепт AngularJS service для именованных соединений socket.io,Ostrovski,+10,3246,94,0
post_215369,Последовательности построений в TFS,Serg2DFX,+10,2616,29,0
post_215079,Кроссплатформенное приложение на Qt: Иконка,Zifix,+10,6603,80,1
post_215141,Есть ли API для Kiosk-приложений в Android?,ashmigirilov,+10,4273,32,0
post_214863,Intel приобретает производителя носимых гаджетов,saul,+10,4658,16,0
post_218019,Пара слов о Epson Moverio BT-200,epsonic,+9,3121,3,0
post_217737,Чего я хочу от инструментов разработки требований. Затычки comma  костыли и грабли СУТ,Polazhenko,+9,2509,64,0
post_217685,Обзор мультифакторной аутентификации в облаке Microsoft Azure,ahriman,+9,1202,13,0
post_217141,Директор Microsoft Research по внешним исследовательским программам выступит с лекцией в МГУ,kichik,+9,1598,4,0
post_216653,Знакомьтесь! Appnestic — хостинг-платформа нового поколения,chuck,+9,6611,29,0
post_208984,Управление рекламой (android),TpeHep,+9,3850,84,0
post_216567,Самолетом comma  поездом comma  машиной – что в будущем?,Razmolot,+9,12242,41,0
post_216325,“Забота” Google о пользователях comma  эпичные Angry Birds comma  мобильные “Игры престолов” — главные мобильные новости за неделю,kamagames,+9,12232,31,0
post_216205,Raspbian и QEMU,BreakHeart,+9,5963,51,0
post_215399,Установка Mono 3 на SoC семейства Allwinner A10/A20 comma  на примере Cubieboard2,comparator,+9,3416,30,1
post_215345,Проблемы с кодом? Помогите команде писать лучший код. Советы от Дино Эспозито,Evgenia_s5,+9,8825,63,0
post_215185,Пример приложения — телефонной книги на AngularJS + Bootstrap v3,spmbt,+9,11920,202,1
post_215031,За кулисами MixRadio: от начала разработки до платформы Nokia X,nokiaman,+9,4082,17,0
post_217383,Ролевая модель данных прав доступа для web-ресурса,Iamarsey,+8,4396,155,0
post_217283,Как создавать и зарабатывать на SaaS (Часть 2 / бесценный опыт российских ISV),EvseyFaydo,+8,9384,103,1
post_216907,Смотрите прямую трансляцию с конференции Build 2014,olgakuznet_ms,+8,1510,6,0
post_216883,DevCon 2014: анонс первой волны спикеров и докладов,XaocCPS,+8,3167,11,0
post_216539,Создание своего WebRTC приложения на платформе 1С-Битрикс,ihazz,+8,4716,57,0
post_216543,Легко ли стать аналитиком?,Polazhenko,+8,9333,81,0
post_216419,Пишем свой Orm под Android с канастой и сеньоритами comma  Часть 3-я,Scogun,+8,3035,46,0
post_216085,IBM и National Geographic планируют создать самую маленькую в мире обложку журнала,marks,+8,6625,10,0
post_216107,Уже можно использовать две новые библиотеки из будущей PHPixie 3,jigpuzzled,+8,4258,43,0
post_215611,Подсветка естественного языка,parsifal,+8,9785,61,0
post_215539,Opera Mini 8 для телефонов на Java и Blackberry,pepelsbey,+8,6511,16,0
post_215531,Как российским интернет-магазинам бороться с Amazon,82vladimir82,+8,13745,33,0
post_215367,Proxmox 3.1: нюансы установки из «коробки»,bogdanov_go,+8,4988,84,0
post_215171,Простой фильтр ленты VK по «плохим» словам и кем он может стать,igentuman,+8,11057,52,0
post_214901,Использование SPI из Python на Raspberry Pi,dmitriy5181,+8,3559,48,0
post_214889,Сервис крауд-тестирования Utest: как выжать максимум,kamagames,+8,2207,8,0
post_217967,Конвертация RAID 10 из 4-х дисков в RAID 6 из 8-ми дисков на серверах HP Proliant,bi4o4ek,+7,4681,52,0
post_217807,Microsoft завершает поддержку Windows XP,esetnod32,+7,14369,5,0
post_215625,Epson: хабрадебют,epsonic,+7,2799,,0
post_217429,Google Glass и бизнес: уходящий поезд,fabernovel,+7,11915,14,0
post_217145,Открытые мобильные фото-блоги на базе Imagenary для всех,MpaK999,+7,2520,19,0
post_216453,Автотесты без боли,bakhirev,+7,10596,75,0
post_216625,Форс-мажор с Алексеем Кибкало,VitalySt,+7,10092,3,0
post_216467,Data Mining в музыке. Определяем музыкальный инструмент при помощи Деревьев Классификации,TheHedgehog,+7,4442,60,0
post_215467,Kabam поглощает comma  Индия привлекает comma  а Zynga ставит все на мобильные приложения — главные мобильные новости за неделю,kamagames,+7,5236,11,0
post_215273,Разделяй и властвуй или как сделать ваше приложение структурированным,xGromMx,+7,6272,60,0
post_218037,Cложности создания и издательства первого Android приложения,pansik,+6,12351,104,0
post_217983,Резервное копирование на удаленный сервер,1it,+6,9946,205,0
post_217269,JavaFX и AnimationTimer,RomeoGolf,+6,2087,15,0
post_217945,Книга «Объектно-ориентированное мышление»,ph_piter,+6,9561,46,0
post_217897,Вышла финальная версия Microsoft SQL Server 2014,Ernado,+6,6794,7,0
post_217561,Как web-страницу легко превратить в PDF?,ruslanys,+6,11471,113,1
post_217669,TACACS+ на Linux с аутентификацией через Active Directory,Kiseloff,+6,2055,29,0
post_217587,Портативные аккумуляторы серии LZ от iconBIT,andrey_snegovik,+6,7086,15,0
post_215809,Facebook vs. Google: битва технологических гигантов переместилась в небо,Murashova,+6,11290,3,0
post_217369,Будни автоматизации или «мне нужна программка для 3D упаковки»,infostart,+6,3687,21,0
post_217351,Конференция Analyst Days словами участников,VLDCORP,+6,793,6,0
post_217303,Обзор сервера Dell PowerEdge R820 12G,ThePixel,+6,7746,8,0
post_205732,Примитивный игровой дизайн. Часть 3: Давайте слетаем в Египет!,Unlimion,+6,5996,33,0
post_217027,Oracle Database Appliance – обзор после опыта использования,sashaboyko,+6,6694,10,0
post_216967,Дизайном новых Google Glass займётся производитель Ray-Ban,aleksandrit,+6,8837,8,0
post_216845,Поиск решений для игр со словами. Применение бора,o0oflashero0o,+6,3372,33,0
post_211843,Овсянка comma  сэр! Собираем проект на InterSystems Caché с помощью Jenkins,doublefint,+6,1381,12,1
post_216753,Трансформация технологий хранения резервных копий: программные продукты и устройства дедупликации данных,sysmetic,+6,5239,19,0
post_215935,Обзор планшета BB-Mobile Techno 9.0 3G,ivansychev,+6,9306,10,0
post_216737,Интерфейс с drag-and-drop: как не запутать пользователя?,bookworm,+6,5572,23,0
post_216707,15 проблем comma  возникающих при интеграции протектора в Windows-приложение,kruzhevnik,+6,4676,26,0
post_216619,Volvo следит за тем comma  чтобы вы не уснули,AndreyOsin,+6,6279,11,0
post_215747,Строим бизнес вместе с Acronis,rmizov,+6,5418,23,0
post_216403,Samsung приглашает на финал Хакафон-тура в парке Яхрома comma  Москва,flyant,+6,878,3,0
post_216313,Tizen DevLab и Хакатон в Москве,kirikch,+6,1143,3,0
post_216355,Arduino: ИК-управление бытовой техникой (применение девайса),Janom,+6,6113,75,0
post_216239,Как меня назвали параноиком и что из этого вышло,SkyRE,+6,15897,39,0
post_216113,Как нарисовать граф на 1С,infostart,+6,4361,23,0
post_216075,Ubiquiti UniFi история восстановления прошивок на AP Long Range и Outdoor,fids,+6,2571,19,0
post_215983,Диагностика пространств имен в OpenStack Neutron,Mirantis_OpenStack,+6,812,4,0
post_216077,Storwize V5000 – новая система хранения данных от IBM,madgnu,+6,4816,8,0
post_216079,Встреча с Opera завтра в Москве,pepelsbey,+6,6705,6,0
post_214013,Разрабатываем Flappy Bird на Phaser (Часть I),ghaiklor,+6,13517,69,0
post_215969,Подборка интересных докладов с Casual Connect Europe 2014,Lerg,+6,3347,30,0
post_204292,Автоматическое тестирование Parallels Cloud Server,estet,+6,2040,13,0
post_215673,Генерация правильного кода баннерной зоны на JavaScript,ewgenij,+6,3025,43,0
post_215667,Pwn2Own 2014: первые результаты,esetnod32,+6,2295,4,0
post_215591,Автоматизация установки множества apk файлов на Android,agent0,+6,9213,42,1
post_215481,Growth Hacking: Как зарабатывать больше comma  правильно используя метрики,slowcountry2,+6,4932,55,0
post_215357,BitSorting Алгоритм со сложностью О(n),Koljaka,+6,10099,58,0
post_215363,Автоматизация системного интеграционного тестирования,kohus,+6,3115,25,0
post_215003,Сертификация в IT: получать или не получать?,vMaria,+6,14525,31,0
post_215211,Monkeyrunner. Pixel-perfect тестирование web-страниц на Android,fo2rist,+6,2482,30,0
post_189848,Биометрическая подпись на документе,SignToLogin,+6,6537,21,0

